ph,turbidity,tds,chlorine,fluoride,nitrate,coliform,temperature,symptom_diarrhea_count,symptom_vomiting_count,symptom_fever_count,symptom_abdominal_pain_count,symptom_jaundice_count,symptom_dehydration_count,symptom_fatigue_count,symptom_nausea_count,symptom_headache_count,mild_case_count,moderate_case_count,severe_case_count,critical_case_count,symptoms_list,disease_outbreak_label,symptom_abdominal_cramps_count,symptom_loss_of_appetite_count,mild_case,moderate_case,severe_case,critical_case,district_Dibrugarh,district_Jorhat,district_Kamrup Metro,district_Sonitpur,primary_water_source_Municipal tap water,primary_water_source_Pond water,primary_water_source_River water,primary_water_source_Tube well,primary_water_source_Well water
7.19,115.0,675,0.16,0.39,6,342,18.8,9,22,8,4,0,2,9,10,0,37,18,8,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.58,42.7,252,0.22,0.33,4,273,19.9,19,8,4,3,0,7,10,5,6,38,12,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.34,21.4,358,0.25,0.42,6,108,22.3,16,6,6,2,0,9,2,5,4,26,14,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.14,88.3,431,0.34,0.2,4,292,19.4,5,18,5,20,0,2,2,13,3,42,18,9,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.54,16.0,168,0.11,0.54,52,115,27.3,1,5,8,13,0,6,16,3,4,32,14,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
8.27,20.6,502,0.16,0.62,23,708,24.7,24,8,3,7,0,16,3,3,3,37,15,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.37,6.6,124,0.85,0.56,1,2,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.34,103.8,237,0.49,0.46,5,76,26.9,10,9,5,18,0,2,5,4,5,23,19,4,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
6.99,21.6,444,0.19,0.39,38,63,18.2,4,5,19,6,0,1,10,8,12,28,18,7,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.8,23.5,424,0.15,0.41,18,253,24.0,12,14,2,10,0,16,8,3,3,29,23,8,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.59,15.7,196,0.54,0.55,36,133,23.1,3,6,7,13,0,5,3,1,6,25,8,4,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.03,70.1,434,0.22,0.57,4,316,19.6,8,21,2,19,0,8,7,3,5,44,17,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
6.24,74.0,400,0.06,0.43,21,307,26.6,20,10,2,8,0,13,8,7,5,30,14,9,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
6.8,22.0,343,0.44,0.49,45,134,22.7,2,1,16,10,0,1,19,8,10,39,17,8,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.26,28.1,109,0.18,0.35,20,66,22.2,4,1,7,5,13,4,9,9,2,24,11,6,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.76,33.6,457,0.0,0.7,7,261,26.2,19,15,2,8,0,16,7,4,2,41,12,8,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.08,110.6,618,0.23,0.65,4,157,25.5,11,8,6,8,0,11,5,6,6,31,12,3,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.49,20.4,165,0.33,0.56,14,140,18.3,0,4,8,4,8,3,19,10,6,37,18,6,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
6.98,11.7,64,0.31,0.33,22,43,26.5,6,4,5,7,6,2,17,4,5,25,18,7,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.43,29.6,115,0.39,0.67,23,122,24.5,3,1,7,5,6,0,9,9,1,27,11,2,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.45,17.0,270,0.09,0.38,8,215,19.0,18,6,1,7,0,11,6,4,0,32,13,5,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.35,114.4,104,0.21,0.15,8,249,23.0,11,22,5,6,0,11,5,4,0,28,13,5,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.28,49.8,157,0.46,0.42,1,265,26.4,7,21,7,5,0,7,4,14,2,38,12,9,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.16,78.4,318,0.32,0.39,6,281,26.5,12,24,4,15,0,11,9,14,4,45,27,5,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.21,68.4,385,0.19,0.13,22,374,22.3,27,10,2,9,0,15,5,10,3,40,26,12,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.11,37.8,365,0.11,0.46,8,114,21.9,14,2,6,5,0,6,8,3,4,33,7,6,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
6.29,69.4,731,0.14,0.56,20,360,26.0,19,10,0,5,0,16,9,1,0,25,15,4,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.35,5.7,72,0.4,0.25,19,101,22.8,1,4,2,5,27,5,19,11,3,49,24,9,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
6.87,12.8,290,0.24,0.7,67,38,19.4,6,0,24,18,0,6,5,5,12,31,17,5,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.39,51.9,541,0.18,0.29,3,205,23.0,12,11,8,12,0,9,8,6,0,45,10,7,3,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.21,25.2,311,0.37,0.14,74,38,18.6,3,5,10,4,0,4,11,6,3,28,10,4,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.4,23.0,128,0.19,0.19,5,96,19.1,2,5,7,4,30,2,6,11,6,49,22,5,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
6.94,25.4,355,0.4,0.41,4,231,25.9,20,8,4,1,0,8,7,4,5,23,13,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.55,22.7,591,0.62,0.49,41,46,28.0,2,1,11,9,0,2,3,7,4,21,6,4,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.02,99.8,468,0.44,0.42,7,166,24.2,2,14,6,20,0,2,7,7,6,41,9,4,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.27,24.4,164,0.18,0.14,9,83,24.6,1,1,10,8,11,6,12,13,5,38,15,6,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.13,29.3,65,0.07,0.16,8,110,22.3,2,4,7,2,18,0,16,12,1,40,21,5,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.54,6.3,139,0.08,0.36,18,37,19.2,0,6,3,2,13,1,13,16,3,37,15,8,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.44,57.9,381,0.19,0.45,2,292,24.9,6,23,4,6,0,10,3,9,5,45,22,8,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.11,35.8,192,0.46,0.45,2,174,21.1,15,4,3,0,0,4,8,1,2,21,8,2,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.15,70.1,733,0.3,0.51,15,257,23.7,16,3,1,9,0,13,4,4,5,25,17,4,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.37,27.2,134,0.61,0.65,63,86,23.6,0,5,7,9,0,5,4,3,9,20,9,4,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.28,39.2,164,0.11,0.3,7,57,21.9,5,23,5,11,0,1,3,14,6,41,21,3,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.09,11.5,400,0.68,0.49,52,47,19.8,5,5,16,6,0,6,14,5,6,43,17,4,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.51,11.8,349,0.23,0.39,6,226,27.8,7,4,4,8,0,7,2,3,1,17,11,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.39,7.2,118,1.12,0.13,3,7,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.54,1.9,98,1.13,0.12,5,2,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.43,23.6,196,0.12,0.36,9,47,18.6,1,1,3,6,24,0,15,13,5,42,17,9,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.42,55.3,653,0.17,0.68,8,174,23.1,3,15,8,12,0,11,8,4,4,37,18,9,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.33,66.5,267,0.24,0.54,5,219,27.1,7,9,1,16,0,8,8,6,5,26,17,3,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
6.94,21.4,562,0.2,0.39,11,351,27.8,25,7,4,9,0,18,5,2,4,39,14,6,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.14,26.5,85,0.33,0.45,11,121,23.5,5,1,6,7,7,3,9,4,3,25,14,4,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
8.01,34.9,798,0.33,0.36,28,242,26.1,11,10,4,8,0,6,9,6,5,31,16,7,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.19,29.0,354,0.77,0.18,42,146,18.1,0,4,15,3,0,4,12,4,7,22,10,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.29,13.9,397,0.44,0.64,30,74,19.4,1,1,6,18,0,4,6,2,5,26,11,3,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
6.98,7.2,135,0.43,0.43,2,6,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.06,28.2,460,0.64,0.35,58,47,18.8,4,1,20,3,0,5,9,8,3,28,13,4,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.57,8.0,107,0.93,0.45,5,4,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.36,79.6,240,0.22,0.22,6,550,18.9,21,10,2,7,0,8,5,7,1,31,13,6,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.42,41.4,194,0.4,0.67,2,73,23.8,10,19,4,17,0,5,8,2,6,33,15,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.06,24.9,586,0.41,0.29,61,23,27.3,0,0,8,6,0,5,4,2,7,16,7,4,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.39,85.4,286,0.43,0.62,7,320,25.3,11,18,1,7,0,1,3,9,3,35,10,3,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.09,12.7,138,0.13,0.55,14,124,19.5,0,6,10,6,9,6,15,16,6,49,14,7,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
6.83,39.6,539,0.38,0.48,2,372,23.2,6,16,7,16,0,8,7,8,2,47,14,8,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.81,27.1,524,0.62,0.14,54,40,18.7,5,1,10,4,0,0,15,6,8,25,13,3,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.12,7.1,132,0.55,0.32,62,41,26.6,5,2,12,7,0,1,8,6,11,31,9,3,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
6.81,32.9,611,0.02,0.25,8,498,19.4,17,9,3,2,0,10,6,2,6,37,18,7,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.44,84.4,359,0.08,0.14,5,204,23.7,8,12,3,13,0,3,9,14,3,33,11,3,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.44,14.0,432,0.18,0.29,30,62,19.1,4,2,13,16,0,4,19,3,5,45,20,3,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.48,49.6,295,0.39,0.4,2,175,26.4,5,7,5,6,0,8,7,0,3,23,11,2,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.58,5.2,122,0.13,0.47,5,30,23.2,0,3,3,0,6,1,5,15,5,21,7,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.29,115.9,213,0.16,0.55,4,158,20.6,9,20,8,13,0,9,7,9,2,44,26,4,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.31,19.4,262,0.41,0.12,4,261,19.5,18,7,0,8,0,8,1,2,0,21,9,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.26,24.4,574,0.13,0.68,39,90,18.4,5,4,20,8,0,1,7,1,2,21,12,4,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
6.98,39.3,471,0.06,0.51,10,618,27.9,26,4,1,6,0,12,5,8,0,43,11,5,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.58,29.1,671,0.38,0.2,1,200,26.7,9,8,1,17,0,9,1,15,0,32,19,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.14,5.1,39,0.47,0.19,4,2,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
6.91,92.5,644,0.02,0.59,7,261,21.1,6,6,3,19,0,8,2,15,2,32,20,7,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.91,5.8,93,0.88,0.47,2,4,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.33,27.8,563,0.47,0.69,73,111,25.8,3,5,19,11,0,3,3,4,3,28,11,7,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
6.99,6.1,50,0.55,0.33,2,2,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.2,41.0,297,0.5,0.11,7,223,18.4,19,1,5,4,0,12,9,2,2,37,10,4,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
6.91,26.7,277,0.18,0.15,20,394,20.7,10,11,4,6,0,16,3,1,4,30,16,5,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
6.86,32.1,145,0.32,0.5,5,256,25.6,6,4,6,0,0,3,7,2,6,18,11,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.53,40.7,106,0.4,0.44,4,220,26.9,8,1,6,4,0,4,9,0,3,22,10,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.2,32.6,346,0.21,0.34,34,113,23.6,3,0,23,9,0,1,16,3,3,26,11,3,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.41,41.5,171,0.46,0.25,1,115,27.0,5,3,4,0,0,5,6,0,6,17,5,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.03,30.3,279,0.28,0.64,5,177,26.8,6,1,1,3,0,9,7,1,0,15,5,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.04,19.3,331,0.79,0.43,51,128,21.9,6,3,14,11,0,6,18,1,3,34,17,4,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
6.83,12.2,399,0.39,0.67,66,22,27.3,4,1,7,9,0,3,3,7,3,18,11,3,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.13,16.8,218,0.68,0.25,71,41,18.2,4,3,14,17,0,3,16,6,8,45,18,3,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
6.8,37.7,129,0.46,0.24,9,252,24.2,15,4,5,8,0,9,3,6,6,36,14,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.43,5.5,80,0.66,0.41,3,3,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.38,3.5,131,1.14,0.37,1,9,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.45,42.1,379,0.45,0.25,9,233,23.6,11,1,5,8,0,2,1,1,3,16,4,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.15,34.3,279,0.47,0.68,5,255,24.7,9,6,5,1,0,5,6,0,3,15,5,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.45,30.2,365,0.36,0.45,5,264,24.5,10,6,0,6,0,11,2,1,2,26,10,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.14,19.3,89,0.37,0.41,21,86,23.9,3,1,6,4,6,3,9,4,6,22,7,3,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
6.88,24.2,101,0.15,0.7,8,37,20.2,2,3,8,7,28,4,13,13,3,50,15,4,4,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.86,4.1,140,0.95,0.49,4,8,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
6.91,12.7,198,0.1,0.36,4,277,19.3,7,2,2,7,0,11,10,5,6,28,14,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.03,49.6,411,0.37,0.17,7,153,21.1,5,2,1,2,0,6,8,5,0,13,8,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.07,25.8,424,0.06,0.53,2,256,24.6,19,5,2,8,0,9,8,0,6,34,10,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
6.89,39.3,204,0.6,0.15,6,212,23.0,12,0,1,5,0,8,1,6,1,19,10,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.25,12.0,374,0.11,0.44,6,277,25.2,6,8,3,1,0,9,9,0,4,21,6,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.05,6.7,36,0.73,0.33,5,5,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.22,1.6,57,0.98,0.59,5,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.91,26.2,100,0.32,0.44,20,114,19.0,0,5,4,0,22,2,7,4,5,24,9,5,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.33,109.6,379,0.09,0.54,5,256,26.1,4,12,2,15,0,1,8,10,3,26,17,4,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.45,1.9,45,1.09,0.37,0,9,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.85,79.4,669,0.25,0.55,25,773,25.9,11,12,4,9,0,7,2,9,5,25,14,4,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
8.18,36.7,421,0.07,0.55,25,413,22.6,16,13,0,3,0,11,7,5,6,32,11,5,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.52,14.9,195,0.18,0.4,10,49,18.3,1,4,10,1,16,5,16,10,0,37,19,4,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.1,5.3,127,0.64,0.21,5,6,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.0,28.0,575,0.27,0.69,29,397,19.6,11,4,3,9,0,8,4,4,0,20,12,4,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.2,5.0,74,0.09,0.14,21,96,24.5,5,6,8,8,24,6,19,6,2,46,28,5,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.3,106.1,156,0.12,0.41,5,351,21.8,10,14,2,5,0,11,6,2,3,26,11,5,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.39,0.6,73,0.42,0.6,0,5,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.42,0.7,96,0.43,0.25,0,9,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.36,100.9,687,0.07,0.48,9,383,20.2,5,14,1,19,0,4,2,15,1,27,18,3,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.23,25.9,144,0.39,0.58,17,113,22.5,6,4,10,6,16,0,5,12,0,35,12,4,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.4,85.9,232,0.12,0.23,1,174,24.4,2,13,4,8,0,5,9,13,3,31,12,3,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.33,22.5,292,0.08,0.6,6,81,19.8,19,3,0,3,0,9,2,5,3,29,14,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.55,48.0,386,0.09,0.16,3,217,21.0,15,6,1,8,0,5,7,3,3,27,13,3,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.01,3.3,100,0.61,0.41,3,5,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.45,23.2,473,0.17,0.24,9,169,19.3,12,6,2,1,0,4,3,2,6,19,7,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.09,101.8,456,0.24,0.61,2,186,25.9,11,19,3,6,0,6,2,2,0,21,7,4,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.24,27.0,561,0.29,0.26,51,25,23.9,0,0,22,13,0,4,9,8,7,31,21,8,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.25,25.0,171,0.25,0.13,79,97,23.5,1,0,20,15,0,4,5,6,4,35,14,3,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.55,97.0,523,0.42,0.32,7,91,24.4,6,12,8,13,0,3,10,4,2,39,10,7,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.32,4.7,35,1.15,0.41,7,5,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
